,bitstamp:/USD-BTC,bitstamp:/USD:/free,bitstamp:/USD:/locked,bitstamp:/USD:/total,bitstamp:/BTC:/free,bitstamp:/BTC:/locked,bitstamp:/BTC:/total,bitstamp:/BTC:/worth,net_worth,base_symbol
285,7295.99,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
286,7306.6,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
287,7286.78,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
288,7301.39,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
289,7320.84,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
290,7296.71,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
291,7327.21,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
292,7340.82,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
293,7341.14,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
294,7317.57,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
