,poid,step,source,target,memo,amount,free,locked,locked_poid
129,479fa4dd-59f3-41a5-bfe6-182c7c369e18,56,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.04368688 BTC bitstamp:USD/BTC @ 38858.39),1697.60 USD,6414.55 USD,1697.60 USD,1697.60 USD
130,479fa4dd-59f3-41a5-bfe6-182c7c369e18,56,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),1697.60 USD,8112.15 USD,0.00 USD,0.00 USD
131,479fa4dd-59f3-41a5-bfe6-182c7c369e18,56,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.17527330 BTC,0.00000000 BTC,0.00000000 BTC
132,c11a1844-5e8c-4210-b110-b22332bfe0ad,58,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1622.43 USD,6489.72 USD,1622.43 USD,1622.43 USD
133,c11a1844-5e8c-4210-b110-b22332bfe0ad,58,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),4.87 USD,6489.72 USD,1617.56 USD,1617.56 USD
134,c11a1844-5e8c-4210-b110-b22332bfe0ad,58,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1617.56 USD,6489.72 USD,0.00 USD,0.00 USD
135,c11a1844-5e8c-4210-b110-b22332bfe0ad,58,bitstamp,bitstamp:BTC/locked,DEPOSIT (TRADED 1617.56 USD bitstamp:USD/BTC @ 46505.20),0.03478235 BTC,0.17527330 BTC,0.03478235 BTC,0.03478235 BTC
136,c11a1844-5e8c-4210-b110-b22332bfe0ad,58,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),0.00 USD,6489.72 USD,0.00 USD,0.00 USD
137,c11a1844-5e8c-4210-b110-b22332bfe0ad,58,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.03478235 BTC,0.21005565 BTC,0.00000000 BTC,0.00000000 BTC
138,8ea2ccd8-587b-4d55-bcd2-cf36c2057394,59,bitstamp:BTC/free,bitstamp:BTC/locked,LOCK (LOCK FOR ORDER),0.04201113 BTC,0.16804452 BTC,0.04201113 BTC,0.04201113 BTC
139,8ea2ccd8-587b-4d55-bcd2-cf36c2057394,59,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (COMMISSION),0.00012603 BTC,0.16804452 BTC,0.04188510 BTC,0.04188510 BTC
140,8ea2ccd8-587b-4d55-bcd2-cf36c2057394,59,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (FILL ORDER),0.04188510 BTC,0.16804452 BTC,0.00000000 BTC,0.00000000 BTC
141,8ea2ccd8-587b-4d55-bcd2-cf36c2057394,59,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.04188510 BTC bitstamp:USD/BTC @ 44854.63),1878.74 USD,6489.72 USD,1878.74 USD,1878.74 USD
142,8ea2ccd8-587b-4d55-bcd2-cf36c2057394,59,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),1878.74 USD,8368.46 USD,0.00 USD,0.00 USD
143,8ea2ccd8-587b-4d55-bcd2-cf36c2057394,59,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.16804452 BTC,0.00000000 BTC,0.00000000 BTC
144,6a09b7f1-6a7e-43a3-850e-de4909cd39b1,60,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1673.69 USD,6694.77 USD,1673.69 USD,1673.69 USD
145,6a09b7f1-6a7e-43a3-850e-de4909cd39b1,60,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),5.02 USD,6694.77 USD,1668.67 USD,1668.67 USD
146,6a09b7f1-6a7e-43a3-850e-de4909cd39b1,60,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1668.67 USD,6694.77 USD,0.00 USD,0.00 USD
147,6a09b7f1-6a7e-43a3-850e-de4909cd39b1,60,bitstamp,bitstamp:BTC/locked,DEPOSIT (TRADED 1668.67 USD bitstamp:USD/BTC @ 47981.48),0.03477738 BTC,0.16804452 BTC,0.03477738 BTC,0.03477738 BTC
148,6a09b7f1-6a7e-43a3-850e-de4909cd39b1,60,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),0.00 USD,6694.77 USD,0.00 USD,0.00 USD
149,6a09b7f1-6a7e-43a3-850e-de4909cd39b1,60,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.03477738 BTC,0.20282190 BTC,0.00000000 BTC,0.00000000 BTC
150,580c4c7b-8659-4d33-900f-2d7aff3bf908,62,bitstamp:BTC/free,bitstamp:BTC/locked,LOCK (LOCK FOR ORDER),0.04056438 BTC,0.16225752 BTC,0.04056438 BTC,0.04056438 BTC
151,580c4c7b-8659-4d33-900f-2d7aff3bf908,62,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (COMMISSION),0.00012169 BTC,0.16225752 BTC,0.04044269 BTC,0.04044269 BTC
152,580c4c7b-8659-4d33-900f-2d7aff3bf908,62,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (FILL ORDER),0.04044269 BTC,0.16225752 BTC,0.00000000 BTC,0.00000000 BTC
153,580c4c7b-8659-4d33-900f-2d7aff3bf908,62,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.04044269 BTC bitstamp:USD/BTC @ 47228.48),1910.05 USD,6694.77 USD,1910.05 USD,1910.05 USD
154,580c4c7b-8659-4d33-900f-2d7aff3bf908,62,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),1910.05 USD,8604.82 USD,0.00 USD,0.00 USD
155,580c4c7b-8659-4d33-900f-2d7aff3bf908,62,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.16225752 BTC,0.00000000 BTC,0.00000000 BTC
156,86c0372d-2a0f-4e6b-a71a-908878bf1b37,64,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1720.96 USD,6883.86 USD,1720.96 USD,1720.96 USD
157,86c0372d-2a0f-4e6b-a71a-908878bf1b37,64,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),5.16 USD,6883.86 USD,1715.80 USD,1715.80 USD
158,86c0372d-2a0f-4e6b-a71a-908878bf1b37,64,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1715.80 USD,6883.86 USD,0.00 USD,0.00 USD
159,86c0372d-2a0f-4e6b-a71a-908878bf1b37,64,bitstamp,bitstamp:BTC/locked,DEPOSIT (TRADED 1715.80 USD bitstamp:USD/BTC @ 47942.57),0.03578865 BTC,0.16225752 BTC,0.03578865 BTC,0.03578865 BTC
160,86c0372d-2a0f-4e6b-a71a-908878bf1b37,64,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),0.00 USD,6883.86 USD,0.00 USD,0.00 USD
161,86c0372d-2a0f-4e6b-a71a-908878bf1b37,64,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.03578865 BTC,0.19804617 BTC,0.00000000 BTC,0.00000000 BTC
162,73bd241f-af70-4de3-abb5-0b2653c70518,66,bitstamp:BTC/free,bitstamp:BTC/locked,LOCK (LOCK FOR ORDER),0.03960923 BTC,0.15843694 BTC,0.03960923 BTC,0.03960923 BTC
163,73bd241f-af70-4de3-abb5-0b2653c70518,66,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (COMMISSION),0.00011883 BTC,0.15843694 BTC,0.03949040 BTC,0.03949040 BTC
164,73bd241f-af70-4de3-abb5-0b2653c70518,66,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (FILL ORDER),0.03949040 BTC,0.15843694 BTC,0.00000000 BTC,0.00000000 BTC
165,73bd241f-af70-4de3-abb5-0b2653c70518,66,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.03949040 BTC bitstamp:USD/BTC @ 52174.28),2060.38 USD,6883.86 USD,2060.38 USD,2060.38 USD
166,73bd241f-af70-4de3-abb5-0b2653c70518,66,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),2060.38 USD,8944.24 USD,0.00 USD,0.00 USD
167,73bd241f-af70-4de3-abb5-0b2653c70518,66,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.15843694 BTC,0.00000000 BTC,0.00000000 BTC
168,e7aca0b9-cf27-4c1f-b7a4-1f3f208a7376,67,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1788.85 USD,7155.39 USD,1788.85 USD,1788.85 USD
169,e7aca0b9-cf27-4c1f-b7a4-1f3f208a7376,67,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),5.37 USD,7155.39 USD,1783.48 USD,1783.48 USD
170,e7aca0b9-cf27-4c1f-b7a4-1f3f208a7376,67,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1783.48 USD,7155.39 USD,0.00 USD,0.00 USD
171,e7aca0b9-cf27-4c1f-b7a4-1f3f208a7376,67,bitstamp,bitstamp:BTC/locked,DEPOSIT (TRADED 1783.48 USD bitstamp:USD/BTC @ 51579.54),0.03457728 BTC,0.15843694 BTC,0.03457728 BTC,0.03457728 BTC
172,e7aca0b9-cf27-4c1f-b7a4-1f3f208a7376,67,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),0.00 USD,7155.39 USD,0.00 USD,0.00 USD
173,e7aca0b9-cf27-4c1f-b7a4-1f3f208a7376,67,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.03457728 BTC,0.19301422 BTC,0.00000000 BTC,0.00000000 BTC
174,6534c82b-1d1e-4afa-8efc-d3c6d28c6aba,71,bitstamp:BTC/free,bitstamp:BTC/locked,LOCK (LOCK FOR ORDER),0.03860284 BTC,0.15441138 BTC,0.03860284 BTC,0.03860284 BTC
175,6534c82b-1d1e-4afa-8efc-d3c6d28c6aba,71,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (COMMISSION),0.00011581 BTC,0.15441138 BTC,0.03848703 BTC,0.03848703 BTC
176,6534c82b-1d1e-4afa-8efc-d3c6d28c6aba,71,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (FILL ORDER),0.03848703 BTC,0.15441138 BTC,0.00000000 BTC,0.00000000 BTC
177,6534c82b-1d1e-4afa-8efc-d3c6d28c6aba,71,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.03848703 BTC bitstamp:USD/BTC @ 54173.65),2084.98 USD,7155.39 USD,2084.98 USD,2084.98 USD
178,6534c82b-1d1e-4afa-8efc-d3c6d28c6aba,71,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),2084.98 USD,9240.37 USD,0.00 USD,0.00 USD
179,6534c82b-1d1e-4afa-8efc-d3c6d28c6aba,71,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.15441138 BTC,0.00000000 BTC,0.00000000 BTC
180,b5115104-4554-4c98-a786-522f49a17228,72,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1848.07 USD,7392.30 USD,1848.07 USD,1848.07 USD
181,b5115104-4554-4c98-a786-522f49a17228,72,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),5.54 USD,7392.30 USD,1842.53 USD,1842.53 USD
182,b5115104-4554-4c98-a786-522f49a17228,72,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1842.53 USD,7392.30 USD,0.00 USD,0.00 USD
183,b5115104-4554-4c98-a786-522f49a17228,72,bitstamp,bitstamp:BTC/locked,DEPOSIT (TRADED 1842.53 USD bitstamp:USD/BTC @ 48887.93),0.03768885 BTC,0.15441138 BTC,0.03768885 BTC,0.03768885 BTC
184,b5115104-4554-4c98-a786-522f49a17228,72,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),0.00 USD,7392.30 USD,0.00 USD,0.00 USD
185,b5115104-4554-4c98-a786-522f49a17228,72,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.03768885 BTC,0.19210023 BTC,0.00000000 BTC,0.00000000 BTC
186,e0c71a10-3f46-4ac1-8a12-aaffa2dcdc50,73,bitstamp:BTC/free,bitstamp:BTC/locked,LOCK (LOCK FOR ORDER),0.03842005 BTC,0.15368018 BTC,0.03842005 BTC,0.03842005 BTC
187,e0c71a10-3f46-4ac1-8a12-aaffa2dcdc50,73,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (COMMISSION),0.00011526 BTC,0.15368018 BTC,0.03830479 BTC,0.03830479 BTC
188,e0c71a10-3f46-4ac1-8a12-aaffa2dcdc50,73,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (FILL ORDER),0.03830479 BTC,0.15368018 BTC,0.00000000 BTC,0.00000000 BTC
189,e0c71a10-3f46-4ac1-8a12-aaffa2dcdc50,73,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.03830479 BTC bitstamp:USD/BTC @ 49754.00),1905.82 USD,7392.30 USD,1905.82 USD,1905.82 USD
190,e0c71a10-3f46-4ac1-8a12-aaffa2dcdc50,73,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),1905.82 USD,9298.12 USD,0.00 USD,0.00 USD
191,e0c71a10-3f46-4ac1-8a12-aaffa2dcdc50,73,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.15368018 BTC,0.00000000 BTC,0.00000000 BTC
192,0ea57f63-7820-4fa4-9d9b-4970b7b6391b,75,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1859.62 USD,7438.50 USD,1859.62 USD,1859.62 USD
193,0ea57f63-7820-4fa4-9d9b-4970b7b6391b,75,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),5.58 USD,7438.50 USD,1854.04 USD,1854.04 USD
194,0ea57f63-7820-4fa4-9d9b-4970b7b6391b,75,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1854.04 USD,7438.50 USD,0.00 USD,0.00 USD
195,0ea57f63-7820-4fa4-9d9b-4970b7b6391b,75,bitstamp,bitstamp:BTC/locked,DEPOSIT (TRADED 1854.04 USD bitstamp:USD/BTC @ 46314.83),0.04003124 BTC,0.15368018 BTC,0.04003124 BTC,0.04003124 BTC
196,0ea57f63-7820-4fa4-9d9b-4970b7b6391b,75,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),0.00 USD,7438.50 USD,0.00 USD,0.00 USD
197,0ea57f63-7820-4fa4-9d9b-4970b7b6391b,75,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.04003124 BTC,0.19371142 BTC,0.00000000 BTC,0.00000000 BTC
198,59676133-5f40-43f1-a986-4f89f3f39a44,76,bitstamp:BTC/free,bitstamp:BTC/locked,LOCK (LOCK FOR ORDER),0.03874228 BTC,0.15496914 BTC,0.03874228 BTC,0.03874228 BTC
199,59676133-5f40-43f1-a986-4f89f3f39a44,76,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (COMMISSION),0.00011623 BTC,0.15496914 BTC,0.03862605 BTC,0.03862605 BTC
200,59676133-5f40-43f1-a986-4f89f3f39a44,76,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (FILL ORDER),0.03862605 BTC,0.15496914 BTC,0.00000000 BTC,0.00000000 BTC
201,59676133-5f40-43f1-a986-4f89f3f39a44,76,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.03862605 BTC bitstamp:USD/BTC @ 46109.98),1781.05 USD,7438.50 USD,1781.05 USD,1781.05 USD
202,59676133-5f40-43f1-a986-4f89f3f39a44,76,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),1781.05 USD,9219.55 USD,0.00 USD,0.00 USD
203,59676133-5f40-43f1-a986-4f89f3f39a44,76,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.15496914 BTC,0.00000000 BTC,0.00000000 BTC
204,7db9415f-bd50-42c7-a1e5-0ccc15378d77,77,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1843.91 USD,7375.64 USD,1843.91 USD,1843.91 USD
205,7db9415f-bd50-42c7-a1e5-0ccc15378d77,77,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),5.53 USD,7375.64 USD,1838.38 USD,1838.38 USD
206,7db9415f-bd50-42c7-a1e5-0ccc15378d77,77,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1838.38 USD,7375.64 USD,0.00 USD,0.00 USD
207,7db9415f-bd50-42c7-a1e5-0ccc15378d77,77,bitstamp,bitstamp:BTC/locked,DEPOSIT (TRADED 1838.38 USD bitstamp:USD/BTC @ 45240.96),0.04063530 BTC,0.15496914 BTC,0.04063530 BTC,0.04063530 BTC
208,7db9415f-bd50-42c7-a1e5-0ccc15378d77,77,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),0.00 USD,7375.64 USD,0.00 USD,0.00 USD
209,7db9415f-bd50-42c7-a1e5-0ccc15378d77,77,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.04063530 BTC,0.19560444 BTC,0.00000000 BTC,0.00000000 BTC
210,6d170c43-1310-491b-ac63-7650beda7836,80,bitstamp:BTC/free,bitstamp:BTC/locked,LOCK (LOCK FOR ORDER),0.03912089 BTC,0.15648355 BTC,0.03912089 BTC,0.03912089 BTC
211,6d170c43-1310-491b-ac63-7650beda7836,80,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (COMMISSION),0.00011736 BTC,0.15648355 BTC,0.03900353 BTC,0.03900353 BTC
212,6d170c43-1310-491b-ac63-7650beda7836,80,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (FILL ORDER),0.03900353 BTC,0.15648355 BTC,0.00000000 BTC,0.00000000 BTC
213,6d170c43-1310-491b-ac63-7650beda7836,80,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.03900353 BTC bitstamp:USD/BTC @ 50379.68),1964.99 USD,7375.64 USD,1964.99 USD,1964.99 USD
214,6d170c43-1310-491b-ac63-7650beda7836,80,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),1964.99 USD,9340.63 USD,0.00 USD,0.00 USD
215,6d170c43-1310-491b-ac63-7650beda7836,80,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.15648355 BTC,0.00000000 BTC,0.00000000 BTC
216,f88c5af4-8368-4d60-a93e-b9970345de20,83,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1868.13 USD,7472.50 USD,1868.13 USD,1868.13 USD
217,f88c5af4-8368-4d60-a93e-b9970345de20,83,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),5.60 USD,7472.50 USD,1862.53 USD,1862.53 USD
218,f88c5af4-8368-4d60-a93e-b9970345de20,83,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1862.53 USD,7472.50 USD,0.00 USD,0.00 USD
